RecipeId,Name,AuthorId,AuthorName,CookTime,PrepTime,TotalTime,DatePublished,Description,Images,RecipeCategory,RecipeIngredientQuantities,RecipeIngredientParts,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeServings,RecipeYield,RecipeInstructions
8556,Best Waffles Ever,5370,Gail Stines,8,10,18,27th Jan 2017,Make and share this Best Waffles Ever recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/56/picYtO34O.jpg']",Breakfast,"['1', '3', '1/2', '1', '1/2', '1/4', '1', '2', '1/2', '1/4']","['flour', 'eggs', 'baking soda', 'baking powder', 'sugar', 'salt', 'milk', 'buttermilk', 'butter', 'vanilla', 'cinnamon']",261.9,11.9,6.3,163.3,528,28,0.9,0.8,10,4,7 waffles,"['Take the eggs out of the refrigerator at least an hour before preparing the waffles.', 'Separate the eggs immediately.', 'Mix together flour, baking soda, baking powder, salt, sugar and cinnamon.', 'Beat the egg yolks with the regular milk or buttermilk, butter and vanilla.', 'Combine the dry ingredients into the egg mixture.', 'Beat the egg whites until stiff peaks form.', 'Add a small amount of the egg white into the batter to lighten it up, then fold in the remainder.', 'Be careful not to overmix.', 'Heat waffle iron.', 'Grease lightly and spoon enough batter to nearly cover the surface.', 'Batter will spread once you close the waffle iron.', 'Cook until done.', 'Serve with your favorite waffle toppings.']"
8558,Van Gogh's Regret,4440,Pat Styles,2,0,2,27th Jan 2013,Make and share this Van Gogh's Regret recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/58/picXx1OS7.jpg']",< 15 Mins,"['2', '1', 'NA']","['absinthe', 'mineral water']",8.9,0,0,0,0,2.3,0,2.3,0,1,1 drink,"['Pour absinthe into a glass.', 'Place sugar cube in a spoon over the glass of absinthe.', 'Pour mineral water over sugar cube until cube is disolved into the absinthe.', 'The color of the resulting fluid should now be a thin but milky white.', 'Drink the mixture and repeat 3 or 4 times.', ""Cut off your ear with a large chef's knife and send to ex-girlfriend."", 'At this point, the regret should have set in.', 'Enjoy!']"
8566,Great Grains Oatmeal Muffins,5355,Rena Reeve,25,10,35,28th Jan 2011,Make and share this Great Grains Oatmeal Muffins recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/66/picxtlHC9.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/66/picVUOL59.jpg']",Quick Breads,"['1', '1', '2', '1/2', '1/2', '2', '2', '2', '1', '1', '1/2', '1/2']","['old fashioned oats', 'steel cut oats', 'buttermilk', 'brown sugar', 'eggs', 'whole wheat flour', 'white flour', 'baking powder', 'baking soda', 'salt', 'raisins']",345.5,14.5,2.4,39.2,501,46.5,5,13.2,9.8,10,18 muffins,"['Beat eggs in large mixing bowl.', 'Add buttermilk, oil, brown sugar, salt, and oats.', 'Combine flour, baking powder, and baking soda separately, then combine with egg mixture.', 'Add fruit and nuts, if desired.', 'Fill greased muffin tins 0.75 full and bake at 400 degrees for 20-25 minutes , or until golden.', 'NOTE: Rolled oats may be substituted for steel cut oats.']"
8567,Licorice Caramels,4217,Dlorez Haehlen,180,0,2,28th Jan 2013,"I originally found this recipe in the Orlando Sentinel in Dorothy Chapmans food column. She found the recipe in
the 1991 Better Homes and Gardens Grand Holiday Cooking. This recipe is well worth the effort.","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/67/picbmr0kh.jpg']",Candy,"['1', '2', '1', '1', '1/8', '1', '1/2']","['butter', 'sugar', 'sweetened condensed milk', 'light corn syrup', 'salt']",84.8,3.4,2.2,9.7,41.1,13.7,0,11.1,0.5,NA,64 pieces,"['Line a 9-by-9-by-2-inch baking pan with foil, extending foil over edges of pan.', 'Butter foil: set aside.', 'Melt butter in heavy 3-quart saucepan over low heat.', 'Add sugar, sweetened condensed milk, corn syrup and salt, Mix well.', 'Carefully clip candy thermometer to side of pan.', 'Cook over medium heat, stirring CONSTANTLY until thermometer registers 244F degrees , firm ball stage.', 'Reaching firm ball stage should take 15-20 minutes  (be careful, mixture scorches easily).', 'Remove from heat.', 'Remove candy thermometer from saucepan.', 'Add anise and color, stir to mix.', 'Quickly pour candy without scraping into prepared pan.', 'Cool several hours or until firm.', 'Use foil to lift and out of pan onto cutting board.', 'Peel off and discard foil.', 'With buttered sharp knife, cut immediately into one inch squares.', 'Wrap individually in waxed paper or plastic wrap.', 'Makes 64 pieces, about 2-3/4 pounds.', 'NOTE: mixture must be stirred constantly as tiny crystals that form tend to scorch quickly.']"
8575,Tom Kha Gai,5536,Cameron Stillion,20,10,30,1st Feb 2016,Make and share this Tom Kha Gai recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/75/iiqaIBq5RWaKmwOnP2hh_DSC05445-2.jpg', 'https://img.sndimg.com/food/image/upload/v1/img/feed/8575/t198PLI5SmhwCvxk6PwJ_IMG_20170106_155249_591.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/75/9UU9pIdQoyrAAAUd4Pf0_DSC05443-2.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/75/6W7nVcAvSRut0ZTiSZkz_DSC05442-2.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/75/pici8rLyf.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/75/picZaU90F.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/75/pic6Rd9jq.jpg']",Chicken,"['2', '2', '4', '1', '1', '2', '1', '4', '1', '10', '1', '3', '2', '2']","['coconut milk', 'fresh galangal root', 'fresh ginger', 'chicken breasts', 'tomatoes', 'lemongrass', 'kaffir lime leaves', 'fresh cilantro', 'lime juice', 'fish sauce', 'brown sugar']",316,11.9,3.2,66.7,1812.6,23.5,4,12.2,30.7,3,NA,"['> bring coconut milk and broth to a boil, add thinly sliced galangal, minced ginger, and thai chiles to soup and simmer on medium for 10 minutes.', 'Add chicken slices and stir occasionally until chicken is tenderly cooked.', 'Add straw mushrooms (drained), and thinly sliced, deveined lime leaves (optional: cut a few cross-sections of lemon grass and add to the soup) (optional : cut tomatoes into largish cubes about 1"" square, and add to soup).', 'Add more thai chiles if it is not spicy enough for you --  simmer for 10 more minutes.', 'When you are ready to serve, turn off the heat, add brown sugar, lime juice, fish sauce, and stir well.', 'Then top it off with the cut cilantro.', 'Serve hot by itself or pour over rice.', 'dash chile sauce over the top to taste.']"
8579,Beef Roast,3111,Kelly Cameron,180,10,190,15th Feb 2013,"very tender, very juicy. makes lots of gravy great over mashed potatoes simple to make. melts in your mouth everyone who's tried this recipe agrees you won't find an easier or better tasting beef roast recipe anywhere.","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/79/picIlfDES.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/79/picPQr0UM.jpg']",Very Low Carbs,"['3 1/2 - 5', '2', '1', '1', '1/2', 'NA', 'NA']","['rump roast', 'sirloin tip roast', 'mushrooms', 'carrot', 'potato']",988.5,60.7,22.3,302.8,2032.6,16.8,1.4,3.7,90.1,NA,NA,"['Mix gravy, mushrooms, soup mix and Italian dressing; pour over beef roast.', 'Bake, covered, for 1 hour 15 minutes per pound at 300°F.', 'Add carrots and/or potatoes during last hour, if desired.', 'Cooking time is approximate, depending upon how big your roast is.']"
8584,Artichoke and Lamb Shanks Crock Pot Dinner,5675,Grace Guderjahn,420,45,465,15th Feb 2011,"This is a great dish to serve with rice, orzo pasta or polenta. It makes a good impression on guest and is easy to fix. To be really fancy sprinkle each serving with toasted pine nuts.","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/84/eH1uOgQcmWVQ6lqqMRYg_DSCN0039.JPG', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/84/WoGnoMvQRJpoFjiPZyTQ_DSCN0031.JPG', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/84/picKXY5Jv.jpg']",Lamb/Sheep,"['3 -4', 'NA', '1', '1', '1', '1', '1', '1', '1 1/2', '1 1/2', '2']","['lamb shanks', 'fresh ground pepper', 'onion', 'red bell pepper', 'celery', 'artichokes', 'black olives', 'diced tomatoes', 'red wine vinegar', 'cornstarch', 'parsley']",881.1,46.5,17.9,306,524,18.5,6.1,5.6,93.3,4,NA,"['In a 4 1/2 quart, or larger, electric crock pot, combine onion, bell pepper, celery, artichoke hearts,and olives.', 'Rinse shanks and pat dry.', 'Sprinkle all over with pepper.', 'Place shanks in pot on top of vegetables.', 'Add tomatoes with juice, add vinegar.', 'Cover pot and cook until lamb is very tender.', 'About 6-7 hours  on low, less time on high.', 'Remove shanks to a bowl and keep warm.', 'Skim and discard fat from cooking liquid Turn crock pot to high.', 'Mix cornstarch with 1 1/2 tablespoons water and pour into crock pot.', 'Stir often until sauce bubbles (about 10 minutes).', 'Spoon sauce and vegetables over lamb.', 'Garnish with parsley.']"
8585,Jessica's Tuna Nut Salad,5727,Jessica McMurrey,0,5,5,15th Feb 2017,Make and share this Jessica's Tuna Nut Salad recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/85/picJNikXb.jpg']",Lunch/Snacks,"['2', '1/4', '1/4', '2', '1/4', '1', '1 -2', 'NA']","['solid white tuna', 'pecans', 'Miracle Whip', 'mayonnaise', 'apple']",231.3,13.7,1.8,26.1,472.5,7.5,1,5.2,19.6,4,5 Sandwiches,"['Thats right, just mix all ingredents in with drained tuna and sandwich between any bread.', 'YUM! Bon Appetit!']"
8589,Orange Julius,5811,Robbie Rice,0,15,15,15th Feb 2011,Make and share this Orange Julius recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/89/piciyaM7f.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/89/picWj4rkY.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/89/85b6C4EsTBusjBuPjKqC_image.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/89/picmZqcKq.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/89/picSG0LSW.jpg']",Smoothies,"['6', '1', '1', '1/4', '1', '8']","['milk', 'water', 'sugar', 'vanilla']",175.1,2.4,1.4,8.5,34.8,35.8,0.4,32.5,3.3,4,NA,"['-Combine all ingredients, except ice cubes, in blender.', '-Blend 1-2 minutes , adding ice cubes one at a time, until smooth.']"
8590,Hooter's Buffalo Wings,5811,Robbie Rice,30,90,120,15th Feb 2013,Make and share this Hooter's Buffalo Wings recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/90/picTasvZA.jpg', 'https://img.sndimg.com/food/image/upload/v1/img/feed/8590/nxjBWky8QaGomiNZIQYA_20180128_170927-1.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/90/pic9spuBc.jpg']",Chicken,"['1', '1', '1/2', '1/2', '20', '1/2', '1/2', '1/4', '1/4']","['flour', 'salt', 'cayenne pepper', 'paprika', 'chicken wings', 'chicken drumsticks', 'butter', 'light butter', 'black pepper', 'garlic powder']",866.7,62.6,25.6,249.7,1709.2,24.9,1.1,0.5,48.6,4,NA,"['Combine flour, salt, cayenne pepper, and paprika in bowl.', 'Coat chicken pieces in dry mixture.', 'Reserve leftover mixture.', 'Refrigerate coated chicken at least 1 hour.', 'Coat chicken in leftover flour mixture.', 'In a saucepan, heat butter, hot sauce, pepper, and garlic powder just until butter melts, then keep warm.', 'Deep fry chicken, 10 pieces at a time, in 375 degree oil for 13 minutes.', 'Drain chicken on paper towels.', 'Immediately place chicken in Tupperware bowl.', 'Pour half the hot sauce mixture over chicken (first 10 pieces).', 'Cover and toss to coat.', 'Repeat with second batch of chicken.', 'Wings can be frozen and reheated in 400 degree oven for 10 minutes.', 'NOTES : Use ranch or blue cheese dressing as a dip for these fabulous wings.']"
8592,BBQ Ribs,5811,Robbie Rice,120,15,135,15th Feb 2012,"This is an excellent dish for a barbeque party. Make the ribs in advance, and when your guests have arrived, all that's left is to grill them. You'll have them wondering how they got so tender and tasty so fast.","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/92/picWpOG8I.jpg']",Pork,"['5', '1/2', '1', '1', '1', '1/2', '1', '1', '1', 'NA', 'NA']","['butter', 'margarine', 'onion', 'garlic', 'water', 'white vinegar', 'catsup', 'barbecue sauce', 'salt', 'black pepper']",1301.2,104.2,38.3,343.6,1243.5,28.1,0.7,21.1,59.8,6,NA,"['Place ribs in a large skillet.', 'Cover with salted water and bring to a boil.', 'Reduce heat and simmer over low heat for 1 hour, or until meat is tender, but not falling off the bone.', 'Melt the butter in a saucepan and saute the onion and garlic until the onion is tender.', 'Remove from heat and pour into a blender with all remaining ingeredients.', 'Puree for 1 minute, then pour back into saucepan.', 'Bring to a boil, then remove from heat.', 'Place the boiled ribs in a shallow dish and pour sauce over them.', 'Place in the refrigerator for at least 2 hours.', 'Barbeque ribs on an outdoor grill over moderately hot coals, basting with the sauce and turning often until well browned.']"
8594,Fried Rice,5811,Robbie Rice,20,5,25,15th Feb 2012,Make and share this Fried Rice recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/94/22NCgGZSZesEPtXINoFw_Fried%20rice%208594-7.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/94/picxxiHvP.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/94/r1su7cd8QVS6x2eIDlOG_Fried%20rice%208594-2.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/94/01477926683.jpeg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/94/picS5S14d.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/94/i6XgRkv1TB22u2BL9QDv_Fried%20rice%208594-5.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/94/01459824019.jpeg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/94/picFN9Vd5.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/94/pic6qbFd7.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/94/picJixphj.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/94/pic7gU3N8.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/94/pict671oi.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/94/picC8ZJNs.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/94/piczNdKFq.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/94/picTRhczG.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/94/picWHtU6C.jpg']",Chicken,"['1', '2', '1', '1/4', '1/4', '2', '1/2', '1/4', '1/2']","['butter', 'margarine', 'eggs', 'butter', 'margarine', 'onion', 'green pepper', 'rice', 'shrimp', 'chicken', 'soy sauce', 'peas']",452.5,8.7,4.6,108.3,1093,79.5,1.7,0.8,11.7,4,NA,"['Melt 1 tablespoon butter in skillet or wok.', 'Scramble eggs in butter, breaking up the cooked eggs into small pieces.', 'Set aside.', 'Melt 1 tablespoon butter in skillet or wok.', 'Saute onions and/or green peppers in butter for 3 minutes.', 'Combine eggs, onions, rice, and meat.', 'Stir in soy sauce until color of rice is uniform.', 'Stir in peas.', 'Heat only until warm.']"
8596,Olive Garden Fettuccine Alfredo,5811,Robbie Rice,25,0,25,15th Feb 2011,Make and share this Olive Garden Fettuccine Alfredo recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/96/7nqcwQZxSiOWr3jp4BgE_FettucineAlfredo3.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/96/o5VBQzhQVSWHgJ6HzHAJ_FettucineAlfredo2.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/96/uWH1Ea5SlO0g6oQgQu7X_20160831_122305.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/96/picU2xlyA.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/96/piclQFQTO.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/96/picm5tGtB.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/96/picdfA14a.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/96/ETkkWMxUSGtimhdj6YsY_FettucineAlfredo1.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/96/01457565104.jpeg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/96/picRfyXed.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/96/picQQKaz6.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/96/picZWsMLI.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/96/picHfuksZ.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/96/picvsojj2.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/96/picbzzWA4.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/96/picCLfGh0.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/96/piclVvZEq.jpg']",Lunch/Snacks,"['1/2', '8', '1', '1', 'NA', 'NA', '2/3', '1']","['butter', 'cream cheese', 'heavy cream', 'garlic powder', 'salt', 'black pepper', 'parmesan cheese', 'fettuccine']",880.3,64.2,38.1,264.6,473,58.8,2.5,2.9,19.2,6,NA,"['In a medium saucepan, melt butter.', 'When butter is melted, add cream cheese.', 'When the cream cheese is softened, add heavy cream.', 'Season with garlic powder, salt, and pepper.', 'Simmer for 15-20 minutes  over low heat, stirring constantly.', 'Remove from heat and stir in parmesan.', 'Serve over hot fettucine noodles.']"
8597,Macaroni Salad,5811,Robbie Rice,0,20,20,15th Feb 2015,Make and share this Macaroni Salad recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/97/picevhjJr.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/97/picVXn9DF.jpg']",Vegetable,"['16', '4', '3', '1', '1/2', '1/2', '2', '2', '1']","['elbow macaroni', 'eggs', 'celery', 'onion', 'green olives', 'mayonnaise', 'milk', 'white vinegar', 'sugar']",144.7,2.4,0.6,46.8,92.2,24.6,1.3,2.1,5.7,16,NA,"['Combine all ingredients in large bowl.', 'Refrigerate 1 hour or overnight.']"
8598,Kentucky Pie,5811,Robbie Rice,45,5,50,15th Feb 2011,Make and share this Kentucky Pie recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/98/pic4ZKRmy.jpg']",Pie,"['2', '1/2', '4', '1/4', '1', '1', '1', '1']","['eggs', 'butter', 'margarine', 'Bourbon', 'cornstarch', 'sugar', 'pecans', 'chocolate chips']",718.6,47,20.4,77,242.8,77.1,5.5,56.5,6.7,8,NA,"['Preheat oven to 350°F.', 'Combine first seven ingredients in order that they are listed.', 'Pour ingredients into pie shell.', 'Bake for 45-50 minutes.']"
8599,Quick Cream of Potato Soup,5811,Robbie Rice,20,10,30,15th Feb 2014,Make and share this Quick Cream of Potato Soup recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/99/2nL82j60Q0asI24B4fRQ_potato%20soup.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/99/picWGa9i9.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/99/picm5rIw8.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/99/pic7pucey.jpg']",Lunch/Snacks,"['2', '1/2', '3', '1', '1/4', '1/4', '1/4', '1/4', '1/4', '1 1/2', '2']","['butter', 'margarine', 'onion', 'potatoes', 'chicken broth', 'fresh parsley', 'dried thyme', 'celery seed', 'salt', 'black pepper', 'milk', 'flour']",153.7,6.5,3.9,18.7,291.7,19.6,2.1,1.3,4.9,6,NA,"['In large saucepan, cook onions in butter until soft.', 'Add potatoes, chicken broth, parsley, thyme, celery seed, salt, and pepper to saucepan.', 'Simmer for 15 minutes.', 'Add milk to saucepan.', 'Puree half of soup and flour in blender.', 'Return to saucepan.', 'Heat through.']"
8600,Cheese Stuffed Shells,5811,Robbie Rice,30,20,50,15th Feb 2013,Make and share this Cheese Stuffed Shells recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/86/00/eHbjd57tQMiz2sYbMerv_10157100044686983.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/86/00/Bf1MXX09TI618SN0vhm5_DSC_3054stuffshellscooked_small.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/86/00/XURrMfSOS6WtUGXtRT45_DSC_3029stuffedshellsbefore_small.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/86/00/31sxR75NQgKPH1Ql96wX_10157100037986983.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/86/00/wsQB8V47Se6VubjeebvD_10157100044601983.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/86/00/01496490329.jpeg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/86/00/picRWCRKs.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/86/00/picSqE7yz.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/86/00/picevG8Gj.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/86/00/picFZcI8V.jpg']",One Dish Meal,"['2', '30', '2', '3/4', '1/2', '1', '1', '12', '26', '1/4']","['eggs', 'ricotta cheese', 'mozzarella cheese', 'parmesan cheese', 'fresh parsley sprig', 'salt', 'black pepper', 'shell pasta', 'parmesan cheese']",552.7,27.4,15.9,137.1,977.5,43.8,2.9,6.3,31.7,8,NA,"['Boil shells according to package directions.  Remove from pot with tongs to avoid tearing and allow to cool on a sheet of wax paper.', 'Combine eggs, cheeses, and seasonings in bowl.', 'Spoon about 3 Tbls. cheese mixture into each cooked shell.', 'Spread 2 Tbls of the spaghetti sauce in bottom of 13""x9"" baking dish.', 'Arrange shells in dish over sauce.Pour remaining sauce over stuffed shells.', 'Sprinkle cheese over sauce.', 'Bake in 350F degrees oven for 30 minutes.']"
